tom60229,HUNTER,AAECAR8EuwXbCe0JhtMCDY0BqAK1A94ElwiBCo7DAt3SAuHjAovlAsn4AqCFA6SIAwA=,Midrange Hunter
tom60229,PALADIN,AAECAYsWCrcE8gX6BpYJucECws4Ct+kCzfQC6/cC/fsCCtwD9AXPBooHrwf2B/4Hs8ECiMcClugCAA==,Even Paladin
tom60229,ROGUE,AAECAaIHCKICsgLIA68EysMCnvgC5/oChYoDC4wCywPUBfUF3QiBwgKfwgLrwgLR4QKL5QKm7wIA,Odd Rogue
tom60229,WARLOCK,AAECAfqUAwiKAfsHps4Cp84Cws4Cl9MC6uYCzfQCC/IF+waKB7YH4QeNCOfLAvHQAv3QAojSAtjlAgA=,Even Warlock
MCweifu,PALADIN,AAECAZ8FCrcE8gX6Bv4HucECws4Ct+kCzfQC6/cC/fsCCtwD9AXPBooHrwf2B5YJs8ECiMcClugCAA==,Even Paladin
MCweifu,PRIEST,AAECAa0GCgm0A+UE0wrXCuXMApDTAoL3AqCAA42CAwqXAqEE1grRwQLYwQK0zgLwzwLo0ALj6QKXhwMA,Clone Priest
MCweifu,ROGUE,AAECAaIHCKICyAOvBMrDAv3qAp74Auf6AoWKAwuMAssD1AX1Bd0IgcICn8IC68IC0eECi+UCpu8CAA==,Odd Rogue
MCweifu,HUNTER,AAECAR8EuwXbCYbTAsn4Ag2NAagCtQPeBJcI7QmBCo7DAt3SAuHjAovlAqCFA6SIAwA=,Midrange Hunter
hcm,PRIEST,AAECAa0GCgm0A9MK1wq+yALCzgKQ0wLy8QKggAONggMKlwKhBNHBAtjBAuXMAvDPAujQAuPpAp/rApeHAwA=,Clone Priest
hcm,PALADIN,AAECAYsWCvoBswPtBc8GjtMCw+oCp/cC/fsChPwCvYYDCpwCnwPcA/QF9gfjywL8/ALZ/gLPhgPshgMA,Holy Wrath Paladin
hcm,WARLOCK,AAECAcn1AgrtBbYH08UCkMcCzukCt/ECnPgC8fsCoIADj4IDCooBxAj7DOfLAvLQAojSAsfTApboAtf+AteJAwA=,Mecha'thun Warlock
hcm,HUNTER,AAECAR8K+AjGwgLTxQLTzQKG0wKc4gK26gKA8wKggAObigMKjQGXCKvCAtjCApzNAt3SAovhAuHjAvLxArn4AgA=,Deathrattle Hunter
Tyler,HUNTER,AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA #,Secret Hunter
Tyler,PALADIN,AAECAZ8FDLcE8gX6BooHlgm5wQLCzgK36QLN9ALr9wL9+wLAjwMJ3AP0Bc8Grwf2B/4Hs8ECiMcClugCAA== #,Even Paladin
Tyler,SHAMAN,AAECAaoIBiCZAvPCAsLOAvbsAs30Agy9AdMB/gXZB/AHsQiRwQKbywKW6AKU7wKw8AKKgAMA #,Even Shaman
Tyler,ROGUE,AAECAaIHBrICyAOvBP3qAp74Auf6AgyMAssD1AX1Bd0IgcICn8IC68ICysMC0eECi+UCpu8CAA== #,Odd Rogue
CitizenNappa,HUNTER,AAECAR8KxwOHBMkEuwWdzALf0gKG0wLJ+AKnggObhQMKqAK1A94EgQqOwwLd0gLj0gKL5QKghQOkiAMA,Secret Hunter
CitizenNappa,PRIEST,AAECAa0GBMUE08UCkNMC4/cCDZACoQTlBI0I1QryDNHBAsnHAujQAsvmAvzqAonxAuiJAwA=,Control Priest
CitizenNappa,PALADIN,AAECAZ8FCLcE+ga5wQLCzgK36QLN9ALr9wL9+wIL3AP0Bc8GigevB/YH/geWCbPBAojHApboAgA=,Even Paladin
CitizenNappa,ROGUE,AAECAYO6AgbIA68EyssCnvgC5/oC+v4CDIwCywPUBfUF3QiBwgKfwgLrwgLKwwLR4QKL5QKm7wIA,Odd Rogue
Tansoku,PALADIN,AAECAcOfAwq3BPIF+gaKB7nBAsLOArfpAs30Auv3Av37AgrcA/QFzwavB/YH/geWCbPBAojHApboAgA=,Even Paladin
Tansoku,PRIEST,AAECAa0GCgm0A9MK1wq+yALCzgLy8QKC9wKggAONggMKlwKhBNHBAtjBAuXMAvDPAujQAuPpAp/rApeHAwA=,Clone Priest
Tansoku,ROGUE,AAECAYO6AgayAsgDrwTzBZ74Auf6AgyMAssD1AX1Bd0IgcICn8IC68ICysMC0eECi+UCpu8CAA==,Odd Rogue
Tansoku,HUNTER,AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA,Secret Hunter
